hour,traffic_volume,day_of_week,hour,day_of_year,is_weekend
6/16/2020 15:00,226,1,15,168,0
6/16/2020 16:00,657,1,16,168,0
6/16/2020 17:00,656,1,17,168,0
6/16/2020 18:00,100,1,18,168,0
6/16/2020 19:00,267,1,19,168,0
6/16/2020 20:00,719,1,20,168,0
6/16/2020 21:00,118,1,21,168,0
6/16/2020 22:00,431,1,22,168,0
6/16/2020 23:00,683,1,23,168,0
6/17/2020 0:00,555,2,0,169,0
6/17/2020 1:00,208,2,1,169,0
6/17/2020 2:00,367,2,2,169,0
6/17/2020 3:00,544,2,3,169,0
6/17/2020 4:00,339,2,4,169,0
6/17/2020 5:00,400,2,5,169,0
6/17/2020 6:00,701,2,6,169,0
6/17/2020 7:00,202,2,7,169,0
6/17/2020 8:00,349,2,8,169,0
6/17/2020 9:00,552,2,9,169,0
6/17/2020 10:00,619,2,10,169,0
6/17/2020 11:00,252,2,11,169,0
6/17/2020 12:00,958,2,12,169,0
6/17/2020 13:00,273,2,13,169,0
6/17/2020 14:00,442,2,14,169,0
6/17/2020 15:00,769,2,15,169,0
6/17/2020 16:00,530,2,16,169,0
6/17/2020 17:00,826,2,17,169,0
6/17/2020 18:00,788,2,18,169,0
6/17/2020 19:00,786,2,19,169,0
6/17/2020 20:00,951,2,20,169,0
6/17/2020 21:00,949,2,21,169,0
6/17/2020 22:00,757,2,22,169,0
6/17/2020 23:00,423,2,23,169,0
6/18/2020 0:00,772,3,0,170,0
6/18/2020 1:00,738,3,1,170,0
6/18/2020 2:00,519,3,2,170,0
6/18/2020 3:00,693,3,3,170,0
6/18/2020 4:00,584,3,4,170,0
6/18/2020 5:00,758,3,5,170,0
6/18/2020 6:00,850,3,6,170,0
6/18/2020 7:00,511,3,7,170,0
6/18/2020 8:00,183,3,8,170,0
6/18/2020 9:00,212,3,9,170,0
6/18/2020 10:00,836,3,10,170,0
6/18/2020 11:00,431,3,11,170,0
6/18/2020 12:00,477,3,12,170,0
6/18/2020 13:00,854,3,13,170,0
6/18/2020 14:00,754,3,14,170,0
6/18/2020 15:00,140,3,15,170,0
6/18/2020 16:00,869,3,16,170,0
6/18/2020 17:00,896,3,17,170,0
6/18/2020 18:00,204,3,18,170,0
6/18/2020 19:00,301,3,19,170,0
6/18/2020 20:00,549,3,20,170,0
6/18/2020 21:00,918,3,21,170,0
6/18/2020 22:00,942,3,22,170,0
6/18/2020 23:00,365,3,23,170,0
6/19/2020 0:00,309,4,0,171,0
6/19/2020 1:00,662,4,1,171,0
6/19/2020 2:00,217,4,2,171,0
6/19/2020 3:00,812,4,3,171,0
6/19/2020 4:00,476,4,4,171,0
6/19/2020 5:00,650,4,5,171,0
6/19/2020 6:00,639,4,6,171,0
6/19/2020 7:00,870,4,7,171,0
6/19/2020 8:00,183,4,8,171,0
6/19/2020 9:00,553,4,9,171,0
6/19/2020 10:00,766,4,10,171,0
6/19/2020 11:00,728,4,11,171,0
6/19/2020 12:00,613,4,12,171,0
6/19/2020 13:00,704,4,13,171,0
6/19/2020 14:00,777,4,14,171,0
6/19/2020 15:00,486,4,15,171,0
6/19/2020 16:00,449,4,16,171,0
6/19/2020 17:00,395,4,17,171,0
6/19/2020 18:00,357,4,18,171,0
6/19/2020 19:00,180,4,19,171,0
6/19/2020 20:00,367,4,20,171,0
6/19/2020 21:00,518,4,21,171,0
6/19/2020 22:00,334,4,22,171,0
6/19/2020 23:00,932,4,23,171,0
6/20/2020 0:00,410,5,0,172,1
6/20/2020 1:00,912,5,1,172,1
6/20/2020 2:00,456,5,2,172,1
6/20/2020 3:00,312,5,3,172,1
6/20/2020 4:00,673,5,4,172,1
6/20/2020 5:00,148,5,5,172,1
6/20/2020 6:00,226,5,6,172,1
6/20/2020 7:00,322,5,7,172,1
6/20/2020 8:00,378,5,8,172,1
6/20/2020 9:00,507,5,9,172,1
6/20/2020 10:00,604,5,10,172,1
6/20/2020 11:00,393,5,11,172,1
6/20/2020 12:00,895,5,12,172,1
6/20/2020 13:00,376,5,13,172,1
6/20/2020 14:00,537,5,14,172,1
6/20/2020 15:00,206,5,15,172,1
6/20/2020 16:00,757,5,16,172,1
6/20/2020 17:00,519,5,17,172,1
6/20/2020 18:00,710,5,18,172,1
6/20/2020 19:00,528,5,19,172,1
6/20/2020 20:00,474,5,20,172,1
6/20/2020 21:00,172,5,21,172,1
6/20/2020 22:00,733,5,22,172,1
6/20/2020 23:00,129,5,23,172,1
6/21/2020 0:00,287,6,0,173,1
6/21/2020 1:00,463,6,1,173,1
6/21/2020 2:00,965,6,2,173,1
6/21/2020 3:00,899,6,3,173,1
6/21/2020 4:00,550,6,4,173,1
6/21/2020 5:00,294,6,5,173,1
6/21/2020 6:00,255,6,6,173,1
6/21/2020 7:00,271,6,7,173,1
6/21/2020 8:00,946,6,8,173,1
6/21/2020 9:00,140,6,9,173,1
6/21/2020 10:00,162,6,10,173,1
6/21/2020 11:00,122,6,11,173,1
6/21/2020 12:00,459,6,12,173,1
6/21/2020 13:00,174,6,13,173,1
6/21/2020 14:00,659,6,14,173,1
6/21/2020 15:00,771,6,15,173,1
6/21/2020 16:00,924,6,16,173,1
6/21/2020 17:00,217,6,17,173,1
6/21/2020 18:00,711,6,18,173,1
6/21/2020 19:00,479,6,19,173,1
6/21/2020 20:00,778,6,20,173,1
6/21/2020 21:00,389,6,21,173,1
6/21/2020 22:00,539,6,22,173,1
6/21/2020 23:00,767,6,23,173,1
6/22/2020 0:00,106,0,0,174,0
6/22/2020 1:00,295,0,1,174,0
6/22/2020 2:00,520,0,2,174,0
6/22/2020 3:00,667,0,3,174,0
6/22/2020 4:00,932,0,4,174,0
6/22/2020 5:00,292,0,5,174,0
6/22/2020 6:00,658,0,6,174,0
6/22/2020 7:00,247,0,7,174,0
6/22/2020 8:00,886,0,8,174,0
6/22/2020 9:00,768,0,9,174,0
6/22/2020 10:00,301,0,10,174,0
6/22/2020 11:00,543,0,11,174,0
6/22/2020 12:00,518,0,12,174,0
6/22/2020 13:00,526,0,13,174,0
6/22/2020 14:00,578,0,14,174,0
6/22/2020 15:00,574,0,15,174,0
6/22/2020 16:00,225,0,16,174,0
6/22/2020 17:00,494,0,17,174,0
6/22/2020 18:00,916,0,18,174,0
6/22/2020 19:00,980,0,19,174,0
6/22/2020 20:00,905,0,20,174,0
6/22/2020 21:00,675,0,21,174,0
6/22/2020 22:00,424,0,22,174,0
6/22/2020 23:00,491,0,23,174,0
6/23/2020 0:00,787,1,0,175,0
6/23/2020 1:00,727,1,1,175,0
6/23/2020 2:00,539,1,2,175,0
6/23/2020 3:00,303,1,3,175,0
6/23/2020 4:00,585,1,4,175,0
6/23/2020 5:00,932,1,5,175,0
6/23/2020 6:00,130,1,6,175,0
6/23/2020 7:00,487,1,7,175,0
6/23/2020 8:00,724,1,8,175,0
6/23/2020 9:00,976,1,9,175,0
6/23/2020 10:00,533,1,10,175,0
6/23/2020 11:00,936,1,11,175,0
6/23/2020 12:00,475,1,12,175,0
6/23/2020 13:00,443,1,13,175,0
6/23/2020 14:00,542,1,14,175,0
6/23/2020 15:00,678,1,15,175,0
6/23/2020 16:00,174,1,16,175,0
6/23/2020 17:00,656,1,17,175,0
6/23/2020 18:00,871,1,18,175,0
6/23/2020 19:00,765,1,19,175,0
6/23/2020 20:00,254,1,20,175,0
6/23/2020 21:00,529,1,21,175,0
6/23/2020 22:00,462,1,22,175,0
6/23/2020 23:00,547,1,23,175,0
6/24/2020 0:00,333,2,0,176,0
6/24/2020 1:00,662,2,1,176,0
6/24/2020 2:00,917,2,2,176,0
6/24/2020 3:00,361,2,3,176,0
6/24/2020 4:00,926,2,4,176,0
6/24/2020 5:00,224,2,5,176,0
6/24/2020 6:00,344,2,6,176,0
6/24/2020 7:00,641,2,7,176,0
6/24/2020 8:00,584,2,8,176,0
6/24/2020 9:00,221,2,9,176,0
6/24/2020 10:00,224,2,10,176,0
6/24/2020 11:00,648,2,11,176,0
6/24/2020 12:00,269,2,12,176,0
6/24/2020 13:00,223,2,13,176,0
6/24/2020 14:00,968,2,14,176,0
6/24/2020 15:00,134,2,15,176,0
6/24/2020 16:00,186,2,16,176,0
6/24/2020 17:00,745,2,17,176,0
6/24/2020 18:00,807,2,18,176,0
6/24/2020 19:00,885,2,19,176,0
6/24/2020 20:00,300,2,20,176,0
6/24/2020 21:00,468,2,21,176,0
6/24/2020 22:00,896,2,22,176,0
6/24/2020 23:00,176,2,23,176,0
6/25/2020 0:00,158,3,0,177,0
6/25/2020 1:00,530,3,1,177,0
6/25/2020 2:00,737,3,2,177,0
6/25/2020 3:00,599,3,3,177,0
6/25/2020 4:00,208,3,4,177,0
6/25/2020 5:00,835,3,5,177,0
6/25/2020 6:00,377,3,6,177,0
6/25/2020 7:00,167,3,7,177,0
6/25/2020 8:00,168,3,8,177,0
6/25/2020 9:00,264,3,9,177,0
6/25/2020 10:00,588,3,10,177,0
6/25/2020 11:00,404,3,11,177,0
6/25/2020 12:00,773,3,12,177,0
6/25/2020 13:00,464,3,13,177,0
6/25/2020 14:00,953,3,14,177,0
6/25/2020 15:00,920,3,15,177,0
6/25/2020 16:00,478,3,16,177,0
6/25/2020 17:00,442,3,17,177,0
6/25/2020 18:00,998,3,18,177,0
6/25/2020 19:00,653,3,19,177,0
6/25/2020 20:00,453,3,20,177,0
6/25/2020 21:00,515,3,21,177,0
6/25/2020 22:00,208,3,22,177,0
6/25/2020 23:00,662,3,23,177,0
6/26/2020 0:00,861,4,0,178,0
6/26/2020 1:00,596,4,1,178,0
6/26/2020 2:00,440,4,2,178,0
6/26/2020 3:00,482,4,3,178,0
6/26/2020 4:00,632,4,4,178,0
6/26/2020 5:00,399,4,5,178,0
6/26/2020 6:00,238,4,6,178,0
6/26/2020 7:00,458,4,7,178,0
6/26/2020 8:00,935,4,8,178,0
6/26/2020 9:00,598,4,9,178,0
6/26/2020 10:00,484,4,10,178,0
6/26/2020 11:00,703,4,11,178,0
6/26/2020 12:00,379,4,12,178,0
6/26/2020 13:00,736,4,13,178,0
6/26/2020 14:00,582,4,14,178,0
6/26/2020 15:00,210,4,15,178,0
6/26/2020 16:00,965,4,16,178,0
6/26/2020 17:00,238,4,17,178,0
6/26/2020 18:00,534,4,18,178,0
6/26/2020 19:00,608,4,19,178,0
6/26/2020 20:00,372,4,20,178,0
6/26/2020 21:00,198,4,21,178,0
6/26/2020 22:00,863,4,22,178,0
6/26/2020 23:00,949,4,23,178,0
6/27/2020 0:00,203,5,0,179,1
6/27/2020 1:00,313,5,1,179,1
6/27/2020 2:00,860,5,2,179,1
6/27/2020 3:00,763,5,3,179,1
6/27/2020 4:00,861,5,4,179,1
6/27/2020 5:00,886,5,5,179,1
6/27/2020 6:00,264,5,6,179,1
6/27/2020 7:00,952,5,7,179,1
6/27/2020 8:00,619,5,8,179,1
6/27/2020 9:00,383,5,9,179,1
6/27/2020 10:00,616,5,10,179,1
6/27/2020 11:00,756,5,11,179,1
6/27/2020 12:00,712,5,12,179,1
6/27/2020 13:00,263,5,13,179,1
6/27/2020 14:00,985,5,14,179,1
6/27/2020 15:00,758,5,15,179,1
6/27/2020 16:00,163,5,16,179,1
6/27/2020 17:00,190,5,17,179,1
6/27/2020 18:00,216,5,18,179,1
6/27/2020 19:00,965,5,19,179,1
6/27/2020 20:00,366,5,20,179,1
6/27/2020 21:00,921,5,21,179,1
6/27/2020 22:00,784,5,22,179,1
6/27/2020 23:00,658,5,23,179,1
6/28/2020 0:00,239,6,0,180,1
6/28/2020 1:00,345,6,1,180,1
6/28/2020 2:00,760,6,2,180,1
6/28/2020 3:00,857,6,3,180,1
6/28/2020 4:00,494,6,4,180,1
6/28/2020 5:00,586,6,5,180,1
6/28/2020 6:00,575,6,6,180,1
6/28/2020 7:00,616,6,7,180,1
6/28/2020 8:00,283,6,8,180,1
6/28/2020 9:00,119,6,9,180,1
6/28/2020 10:00,657,6,10,180,1
6/28/2020 11:00,623,6,11,180,1
6/28/2020 12:00,681,6,12,180,1
6/28/2020 13:00,628,6,13,180,1
6/28/2020 14:00,982,6,14,180,1
6/28/2020 15:00,246,6,15,180,1
6/28/2020 16:00,765,6,16,180,1
6/28/2020 17:00,403,6,17,180,1
6/28/2020 18:00,719,6,18,180,1
6/28/2020 19:00,847,6,19,180,1
6/28/2020 20:00,919,6,20,180,1
6/28/2020 21:00,963,6,21,180,1
6/28/2020 22:00,681,6,22,180,1
6/28/2020 23:00,794,6,23,180,1
6/29/2020 0:00,861,0,0,181,0
6/29/2020 1:00,327,0,1,181,0
6/29/2020 2:00,201,0,2,181,0
6/29/2020 3:00,686,0,3,181,0
6/29/2020 4:00,516,0,4,181,0
6/29/2020 5:00,315,0,5,181,0
6/29/2020 6:00,506,0,6,181,0
6/29/2020 7:00,498,0,7,181,0
6/29/2020 8:00,814,0,8,181,0
6/29/2020 9:00,803,0,9,181,0
6/29/2020 10:00,860,0,10,181,0
6/29/2020 11:00,598,0,11,181,0
6/29/2020 12:00,853,0,12,181,0
6/29/2020 13:00,564,0,13,181,0
6/29/2020 14:00,790,0,14,181,0
6/29/2020 15:00,830,0,15,181,0
6/29/2020 16:00,181,0,16,181,0
6/29/2020 17:00,703,0,17,181,0
6/29/2020 18:00,786,0,18,181,0
6/29/2020 19:00,850,0,19,181,0
6/29/2020 20:00,871,0,20,181,0
6/29/2020 21:00,464,0,21,181,0
6/29/2020 22:00,262,0,22,181,0
6/29/2020 23:00,147,0,23,181,0
6/30/2020 0:00,610,1,0,182,0
6/30/2020 1:00,428,1,1,182,0
6/30/2020 2:00,939,1,2,182,0
6/30/2020 3:00,215,1,3,182,0
6/30/2020 4:00,948,1,4,182,0
6/30/2020 5:00,436,1,5,182,0
6/30/2020 6:00,980,1,6,182,0
6/30/2020 7:00,836,1,7,182,0
6/30/2020 8:00,963,1,8,182,0
6/30/2020 9:00,939,1,9,182,0
6/30/2020 10:00,246,1,10,182,0
6/30/2020 11:00,674,1,11,182,0
6/30/2020 12:00,905,1,12,182,0
6/30/2020 13:00,422,1,13,182,0
6/30/2020 14:00,542,1,14,182,0
6/30/2020 15:00,936,1,15,182,0
6/30/2020 16:00,112,1,16,182,0
6/30/2020 17:00,593,1,17,182,0
6/30/2020 18:00,800,1,18,182,0
6/30/2020 19:00,386,1,19,182,0
6/30/2020 20:00,819,1,20,182,0
6/30/2020 21:00,213,1,21,182,0
6/30/2020 22:00,579,1,22,182,0
6/30/2020 23:00,121,1,23,182,0
7/1/2020 0:00,448,2,0,183,0
7/1/2020 1:00,825,2,1,183,0
7/1/2020 2:00,782,2,2,183,0
7/1/2020 3:00,934,2,3,183,0
7/1/2020 4:00,665,2,4,183,0
7/1/2020 5:00,909,2,5,183,0
7/1/2020 6:00,419,2,6,183,0
7/1/2020 7:00,225,2,7,183,0
7/1/2020 8:00,376,2,8,183,0
7/1/2020 9:00,303,2,9,183,0
7/1/2020 10:00,293,2,10,183,0
7/1/2020 11:00,780,2,11,183,0
7/1/2020 12:00,763,2,12,183,0
7/1/2020 13:00,646,2,13,183,0
7/1/2020 14:00,795,2,14,183,0
7/1/2020 15:00,385,2,15,183,0
7/1/2020 16:00,156,2,16,183,0
7/1/2020 17:00,833,2,17,183,0
7/1/2020 18:00,402,2,18,183,0
7/1/2020 19:00,262,2,19,183,0
7/1/2020 20:00,118,2,20,183,0
7/1/2020 21:00,469,2,21,183,0
7/1/2020 22:00,363,2,22,183,0
7/1/2020 23:00,893,2,23,183,0
7/2/2020 0:00,212,3,0,184,0
7/2/2020 1:00,587,3,1,184,0
7/2/2020 2:00,426,3,2,184,0
7/2/2020 3:00,641,3,3,184,0
7/2/2020 4:00,746,3,4,184,0
7/2/2020 5:00,678,3,5,184,0
7/2/2020 6:00,164,3,6,184,0
7/2/2020 7:00,391,3,7,184,0
7/2/2020 8:00,124,3,8,184,0
7/2/2020 9:00,648,3,9,184,0
7/2/2020 10:00,100,3,10,184,0
7/2/2020 11:00,648,3,11,184,0
7/2/2020 12:00,240,3,12,184,0
7/2/2020 13:00,843,3,13,184,0
7/2/2020 14:00,747,3,14,184,0
7/2/2020 15:00,287,3,15,184,0
7/2/2020 16:00,227,3,16,184,0
7/2/2020 17:00,300,3,17,184,0
7/2/2020 18:00,226,3,18,184,0
7/2/2020 19:00,356,3,19,184,0
7/2/2020 20:00,775,3,20,184,0
7/2/2020 21:00,646,3,21,184,0
7/2/2020 22:00,293,3,22,184,0
7/2/2020 23:00,802,3,23,184,0
7/3/2020 0:00,203,4,0,185,0
7/3/2020 1:00,634,4,1,185,0
7/3/2020 2:00,364,4,2,185,0
7/3/2020 3:00,901,4,3,185,0
7/3/2020 4:00,483,4,4,185,0
7/3/2020 5:00,359,4,5,185,0
7/3/2020 6:00,513,4,6,185,0
7/3/2020 7:00,457,4,7,185,0
7/3/2020 8:00,174,4,8,185,0
7/3/2020 9:00,454,4,9,185,0
7/3/2020 10:00,683,4,10,185,0
7/3/2020 11:00,870,4,11,185,0
7/3/2020 12:00,287,4,12,185,0
7/3/2020 13:00,784,4,13,185,0
7/3/2020 14:00,389,4,14,185,0
7/3/2020 15:00,144,4,15,185,0
7/3/2020 16:00,672,4,16,185,0
7/3/2020 17:00,182,4,17,185,0
7/3/2020 18:00,222,4,18,185,0
7/3/2020 19:00,457,4,19,185,0
7/3/2020 20:00,627,4,20,185,0
7/3/2020 21:00,165,4,21,185,0
7/3/2020 22:00,756,4,22,185,0
7/3/2020 23:00,474,4,23,185,0
7/4/2020 0:00,261,5,0,186,1
7/4/2020 1:00,845,5,1,186,1
7/4/2020 2:00,479,5,2,186,1
7/4/2020 3:00,755,5,3,186,1
7/4/2020 4:00,457,5,4,186,1
7/4/2020 5:00,287,5,5,186,1
7/4/2020 6:00,421,5,6,186,1
7/4/2020 7:00,549,5,7,186,1
7/4/2020 8:00,573,5,8,186,1
7/4/2020 9:00,112,5,9,186,1
7/4/2020 10:00,283,5,10,186,1
7/4/2020 11:00,210,5,11,186,1
7/4/2020 12:00,607,5,12,186,1
7/4/2020 13:00,389,5,13,186,1
7/4/2020 14:00,394,5,14,186,1
7/4/2020 15:00,550,5,15,186,1
7/4/2020 16:00,314,5,16,186,1
7/4/2020 17:00,731,5,17,186,1
7/4/2020 18:00,993,5,18,186,1
7/4/2020 19:00,666,5,19,186,1
7/4/2020 20:00,126,5,20,186,1
7/4/2020 21:00,729,5,21,186,1
7/4/2020 22:00,832,5,22,186,1
7/4/2020 23:00,330,5,23,186,1
7/5/2020 0:00,664,6,0,187,1
7/5/2020 1:00,906,6,1,187,1
7/5/2020 2:00,420,6,2,187,1
7/5/2020 3:00,332,6,3,187,1
7/5/2020 4:00,769,6,4,187,1
7/5/2020 5:00,536,6,5,187,1
7/5/2020 6:00,880,6,6,187,1
7/5/2020 7:00,632,6,7,187,1
7/5/2020 8:00,502,6,8,187,1
7/5/2020 9:00,152,6,9,187,1
7/5/2020 10:00,886,6,10,187,1
7/5/2020 11:00,412,6,11,187,1
7/5/2020 12:00,380,6,12,187,1
7/5/2020 13:00,825,6,13,187,1
7/5/2020 14:00,130,6,14,187,1
7/5/2020 15:00,436,6,15,187,1
7/5/2020 16:00,282,6,16,187,1
7/5/2020 17:00,122,6,17,187,1
7/5/2020 18:00,643,6,18,187,1
7/5/2020 19:00,545,6,19,187,1
7/5/2020 20:00,173,6,20,187,1
7/5/2020 21:00,109,6,21,187,1
7/5/2020 22:00,583,6,22,187,1
7/5/2020 23:00,555,6,23,187,1
7/6/2020 0:00,665,0,0,188,0
7/6/2020 1:00,663,0,1,188,0
7/6/2020 2:00,759,0,2,188,0
7/6/2020 3:00,259,0,3,188,0
7/6/2020 4:00,981,0,4,188,0
7/6/2020 5:00,113,0,5,188,0
7/6/2020 6:00,277,0,6,188,0
7/6/2020 7:00,511,0,7,188,0
7/6/2020 8:00,977,0,8,188,0
7/6/2020 9:00,152,0,9,188,0
7/6/2020 10:00,507,0,10,188,0
7/6/2020 11:00,946,0,11,188,0
7/6/2020 12:00,121,0,12,188,0
7/6/2020 13:00,129,0,13,188,0
7/6/2020 14:00,802,0,14,188,0
7/6/2020 15:00,359,0,15,188,0
7/6/2020 16:00,304,0,16,188,0
7/6/2020 17:00,158,0,17,188,0
7/6/2020 18:00,570,0,18,188,0
7/6/2020 19:00,875,0,19,188,0
7/6/2020 20:00,565,0,20,188,0
7/6/2020 21:00,111,0,21,188,0
7/6/2020 22:00,730,0,22,188,0
7/6/2020 23:00,389,0,23,188,0
7/7/2020 0:00,949,1,0,189,0
7/7/2020 1:00,859,1,1,189,0
7/7/2020 2:00,453,1,2,189,0
7/7/2020 3:00,738,1,3,189,0
7/7/2020 4:00,174,1,4,189,0
7/7/2020 5:00,972,1,5,189,0
7/7/2020 6:00,815,1,6,189,0
7/7/2020 7:00,660,1,7,189,0
7/7/2020 8:00,690,1,8,189,0
7/7/2020 9:00,540,1,9,189,0
7/7/2020 10:00,340,1,10,189,0
7/7/2020 11:00,960,1,11,189,0
7/7/2020 12:00,253,1,12,189,0
7/7/2020 13:00,885,1,13,189,0
7/7/2020 14:00,195,1,14,189,0
7/7/2020 15:00,825,1,15,189,0
7/7/2020 16:00,393,1,16,189,0
7/7/2020 17:00,308,1,17,189,0
7/7/2020 18:00,442,1,18,189,0
7/7/2020 19:00,187,1,19,189,0
7/7/2020 20:00,917,1,20,189,0
7/7/2020 21:00,875,1,21,189,0
7/7/2020 22:00,489,1,22,189,0
7/7/2020 23:00,424,1,23,189,0
7/8/2020 0:00,988,2,0,190,0
7/8/2020 1:00,931,2,1,190,0
7/8/2020 2:00,256,2,2,190,0
7/8/2020 3:00,767,2,3,190,0
7/8/2020 4:00,750,2,4,190,0
7/8/2020 5:00,732,2,5,190,0
7/8/2020 6:00,676,2,6,190,0
7/8/2020 7:00,718,2,7,190,0
7/8/2020 8:00,758,2,8,190,0
7/8/2020 9:00,236,2,9,190,0
7/8/2020 10:00,773,2,10,190,0
7/8/2020 11:00,527,2,11,190,0
7/8/2020 12:00,551,2,12,190,0
7/8/2020 13:00,711,2,13,190,0
7/8/2020 14:00,949,2,14,190,0
7/8/2020 15:00,918,2,15,190,0
7/8/2020 16:00,240,2,16,190,0
7/8/2020 17:00,182,2,17,190,0
7/8/2020 18:00,276,2,18,190,0
7/8/2020 19:00,297,2,19,190,0
7/8/2020 20:00,723,2,20,190,0
7/8/2020 21:00,667,2,21,190,0
7/8/2020 22:00,790,2,22,190,0
7/8/2020 23:00,520,2,23,190,0
7/9/2020 0:00,500,3,0,191,0
7/9/2020 1:00,797,3,1,191,0
7/9/2020 2:00,570,3,2,191,0
7/9/2020 3:00,317,3,3,191,0
7/9/2020 4:00,927,3,4,191,0
7/9/2020 5:00,828,3,5,191,0
7/9/2020 6:00,731,3,6,191,0
7/9/2020 7:00,274,3,7,191,0
7/9/2020 8:00,122,3,8,191,0
7/9/2020 9:00,824,3,9,191,0
7/9/2020 10:00,334,3,10,191,0
7/9/2020 11:00,112,3,11,191,0
7/9/2020 12:00,200,3,12,191,0
7/9/2020 13:00,635,3,13,191,0
7/9/2020 14:00,975,3,14,191,0
7/9/2020 15:00,622,3,15,191,0
7/9/2020 16:00,884,3,16,191,0
7/9/2020 17:00,551,3,17,191,0
7/9/2020 18:00,530,3,18,191,0
7/9/2020 19:00,892,3,19,191,0
7/9/2020 20:00,705,3,20,191,0
7/9/2020 21:00,812,3,21,191,0
7/9/2020 22:00,632,3,22,191,0
7/9/2020 23:00,951,3,23,191,0
7/10/2020 0:00,822,4,0,192,0
7/10/2020 1:00,751,4,1,192,0
7/10/2020 2:00,392,4,2,192,0
7/10/2020 3:00,909,4,3,192,0
7/10/2020 4:00,200,4,4,192,0
7/10/2020 5:00,601,4,5,192,0
7/10/2020 6:00,403,4,6,192,0
7/10/2020 7:00,970,4,7,192,0
7/10/2020 8:00,639,4,8,192,0
7/10/2020 9:00,652,4,9,192,0
7/10/2020 10:00,454,4,10,192,0
7/10/2020 11:00,402,4,11,192,0
7/10/2020 12:00,595,4,12,192,0
7/10/2020 13:00,757,4,13,192,0
7/10/2020 14:00,867,4,14,192,0
7/10/2020 15:00,326,4,15,192,0
7/10/2020 16:00,335,4,16,192,0
7/10/2020 17:00,972,4,17,192,0
7/10/2020 18:00,991,4,18,192,0
7/10/2020 19:00,554,4,19,192,0
7/10/2020 20:00,112,4,20,192,0
7/10/2020 21:00,309,4,21,192,0
7/10/2020 22:00,840,4,22,192,0
7/10/2020 23:00,496,4,23,192,0
7/11/2020 0:00,199,5,0,193,1
7/11/2020 1:00,130,5,1,193,1
7/11/2020 2:00,997,5,2,193,1
7/11/2020 3:00,627,5,3,193,1
7/11/2020 4:00,748,5,4,193,1
7/11/2020 5:00,428,5,5,193,1
7/11/2020 6:00,265,5,6,193,1
7/11/2020 7:00,558,5,7,193,1
7/11/2020 8:00,921,5,8,193,1
7/11/2020 9:00,199,5,9,193,1
7/11/2020 10:00,720,5,10,193,1
7/11/2020 11:00,954,5,11,193,1
7/11/2020 12:00,272,5,12,193,1
7/11/2020 13:00,848,5,13,193,1
7/11/2020 14:00,261,5,14,193,1
7/11/2020 15:00,827,5,15,193,1
7/11/2020 16:00,875,5,16,193,1
7/11/2020 17:00,362,5,17,193,1
7/11/2020 18:00,903,5,18,193,1
7/11/2020 19:00,373,5,19,193,1
7/11/2020 20:00,102,5,20,193,1
7/11/2020 21:00,127,5,21,193,1
7/11/2020 22:00,425,5,22,193,1
7/11/2020 23:00,248,5,23,193,1
7/12/2020 0:00,639,6,0,194,1
7/12/2020 1:00,587,6,1,194,1
7/12/2020 2:00,921,6,2,194,1
7/12/2020 3:00,537,6,3,194,1
7/12/2020 4:00,164,6,4,194,1
7/12/2020 5:00,455,6,5,194,1
7/12/2020 6:00,632,6,6,194,1
7/12/2020 7:00,351,6,7,194,1
7/12/2020 8:00,334,6,8,194,1
7/12/2020 9:00,326,6,9,194,1
7/12/2020 10:00,624,6,10,194,1
7/12/2020 11:00,412,6,11,194,1
7/12/2020 12:00,148,6,12,194,1
7/12/2020 13:00,217,6,13,194,1
7/12/2020 14:00,153,6,14,194,1
7/12/2020 15:00,749,6,15,194,1
7/12/2020 16:00,664,6,16,194,1
7/12/2020 17:00,143,6,17,194,1
7/12/2020 18:00,914,6,18,194,1
7/12/2020 19:00,152,6,19,194,1
7/12/2020 20:00,685,6,20,194,1
7/12/2020 21:00,657,6,21,194,1
7/12/2020 22:00,624,6,22,194,1
7/12/2020 23:00,776,6,23,194,1
7/13/2020 0:00,201,0,0,195,0
7/13/2020 1:00,891,0,1,195,0
7/13/2020 2:00,869,0,2,195,0
7/13/2020 3:00,948,0,3,195,0
7/13/2020 4:00,967,0,4,195,0
7/13/2020 5:00,497,0,5,195,0
7/13/2020 6:00,237,0,6,195,0
7/13/2020 7:00,774,0,7,195,0
7/13/2020 8:00,486,0,8,195,0
7/13/2020 9:00,210,0,9,195,0
7/13/2020 10:00,713,0,10,195,0
7/13/2020 11:00,116,0,11,195,0
7/13/2020 12:00,879,0,12,195,0
7/13/2020 13:00,281,0,13,195,0
7/13/2020 14:00,983,0,14,195,0
7/13/2020 15:00,635,0,15,195,0
7/13/2020 16:00,640,0,16,195,0
7/13/2020 17:00,270,0,17,195,0
7/13/2020 18:00,508,0,18,195,0
7/13/2020 19:00,839,0,19,195,0
7/13/2020 20:00,477,0,20,195,0
7/13/2020 21:00,287,0,21,195,0
7/13/2020 22:00,957,0,22,195,0
7/13/2020 23:00,329,0,23,195,0
7/14/2020 0:00,932,1,0,196,0
7/14/2020 1:00,951,1,1,196,0
7/14/2020 2:00,218,1,2,196,0
7/14/2020 3:00,255,1,3,196,0
7/14/2020 4:00,883,1,4,196,0
7/14/2020 5:00,786,1,5,196,0
7/14/2020 6:00,564,1,6,196,0
7/14/2020 7:00,203,1,7,196,0
